22:24:19 | aura.app           | INFO  |    Listening on http://127.0.0.1:5000
04:18:18 | watchfiles.main    | INFO  | 1 change detected
04:18:18 | watchfiles.main    | INFO  | 1 change detected
04:18:19 | watchfiles.main    | INFO  | 1 change detected
04:18:19 | watchfiles.main    | INFO  | 1 change detected
04:18:19 | watchfiles.main    | INFO  | 1 change detected
04:18:20 | watchfiles.main    | INFO  | 1 change detected
04:18:20 | watchfiles.main    | INFO  | 1 change detected
04:18:21 | watchfiles.main    | INFO  | 1 change detected
04:18:21 | watchfiles.main    | INFO  | 1 change detected
04:18:21 | watchfiles.main    | INFO  | 1 change detected
04:18:22 | watchfiles.main    | INFO  | 1 change detected
04:18:22 | watchfiles.main    | INFO  | 1 change detected
04:18:23 | watchfiles.main    | INFO  | 1 change detected
04:18:23 | watchfiles.main    | INFO  | 1 change detected
04:18:23 | watchfiles.main    | INFO  | 1 change detected
04:18:24 | watchfiles.main    | INFO  | 1 change detected
04:18:24 | watchfiles.main    | INFO  | 1 change detected
04:18:25 | watchfiles.main    | INFO  | 1 change detected
04:18:25 | watchfiles.main    | INFO  | 1 change detected
04:18:25 | watchfiles.main    | INFO  | 1 change detected
04:18:26 | watchfiles.main    | INFO  | 1 change detected
04:18:26 | watchfiles.main    | INFO  | 1 change detected
04:18:27 | watchfiles.main    | INFO  | 1 change detected
04:18:27 | watchfiles.main    | INFO  | 1 change detected
04:18:28 | watchfiles.main    | INFO  | 1 change detected
04:18:28 | watchfiles.main    | INFO  | 1 change detected
04:18:28 | watchfiles.main    | INFO  | 1 change detected
04:18:29 | watchfiles.main    | INFO  | 1 change detected
04:18:29 | watchfiles.main    | INFO  | 1 change detected
04:18:30 | watchfiles.main    | INFO  | 1 change detected
04:18:30 | watchfiles.main    | INFO  | 1 change detected
04:18:30 | watchfiles.main    | INFO  | 1 change detected
04:18:31 | watchfiles.main    | INFO  | 1 change detected
04:18:31 | watchfiles.main    | INFO  | 1 change detected
04:18:32 | watchfiles.main    | INFO  | 1 change detected
04:18:32 | watchfiles.main    | INFO  | 1 change detected
04:18:32 | watchfiles.main    | INFO  | 1 change detected
04:18:33 | watchfiles.main    | INFO  | 1 change detected
04:18:33 | watchfiles.main    | INFO  | 1 change detected
04:18:34 | watchfiles.main    | INFO  | 1 change detected
04:18:34 | watchfiles.main    | INFO  | 1 change detected
04:18:34 | watchfiles.main    | INFO  | 1 change detected
04:18:35 | watchfiles.main    | INFO  | 1 change detected
04:18:35 | watchfiles.main    | INFO  | 1 change detected
04:18:36 | watchfiles.main    | INFO  | 1 change detected
04:18:36 | watchfiles.main    | INFO  | 1 change detected
04:18:36 | watchfiles.main    | INFO  | 1 change detected
04:18:37 | watchfiles.main    | INFO  | 1 change detected
04:18:37 | watchfiles.main    | INFO  | 1 change detected
04:18:38 | watchfiles.main    | INFO  | 1 change detected
04:18:38 | watchfiles.main    | INFO  | 1 change detected
04:18:38 | watchfiles.main    | INFO  | 1 change detected
04:18:39 | watchfiles.main    | INFO  | 1 change detected
04:18:39 | watchfiles.main    | INFO  | 1 change detected
04:18:40 | watchfiles.main    | INFO  | 1 change detected
04:18:40 | watchfiles.main    | INFO  | 1 change detected
04:18:40 | watchfiles.main    | INFO  | 1 change detected
04:18:41 | watchfiles.main    | INFO  | 1 change detected
04:18:41 | watchfiles.main    | INFO  | 1 change detected
04:18:42 | watchfiles.main    | INFO  | 1 change detected
04:18:42 | watchfiles.main    | INFO  | 1 change detected
04:18:42 | watchfiles.main    | INFO  | 1 change detected
04:18:43 | watchfiles.main    | INFO  | 1 change detected
04:18:43 | watchfiles.main    | INFO  | 1 change detected
04:18:44 | watchfiles.main    | INFO  | 1 change detected
04:18:44 | watchfiles.main    | INFO  | 1 change detected
04:18:45 | watchfiles.main    | INFO  | 1 change detected
04:18:45 | watchfiles.main    | INFO  | 1 change detected
04:18:45 | watchfiles.main    | INFO  | 1 change detected
04:18:46 | watchfiles.main    | INFO  | 1 change detected
04:18:46 | watchfiles.main    | INFO  | 1 change detected
04:18:47 | watchfiles.main    | INFO  | 1 change detected
04:18:47 | watchfiles.main    | INFO  | 1 change detected
04:18:47 | watchfiles.main    | INFO  | 1 change detected
04:18:48 | watchfiles.main    | INFO  | 1 change detected
04:18:48 | watchfiles.main    | INFO  | 1 change detected
04:18:49 | watchfiles.main    | INFO  | 1 change detected
04:18:49 | watchfiles.main    | INFO  | 1 change detected
04:18:49 | watchfiles.main    | INFO  | 1 change detected
04:18:50 | watchfiles.main    | INFO  | 1 change detected
04:18:50 | watchfiles.main    | INFO  | 1 change detected
04:18:51 | watchfiles.main    | INFO  | 1 change detected
04:18:51 | watchfiles.main    | INFO  | 1 change detected
04:18:51 | watchfiles.main    | INFO  | 1 change detected
04:18:52 | watchfiles.main    | INFO  | 1 change detected
04:18:52 | watchfiles.main    | INFO  | 1 change detected
04:18:53 | watchfiles.main    | INFO  | 1 change detected
04:18:53 | watchfiles.main    | INFO  | 1 change detected
04:18:53 | watchfiles.main    | INFO  | 1 change detected
04:18:54 | watchfiles.main    | INFO  | 1 change detected
04:18:54 | watchfiles.main    | INFO  | 1 change detected
04:18:55 | watchfiles.main    | INFO  | 1 change detected
04:18:55 | watchfiles.main    | INFO  | 1 change detected
04:18:55 | watchfiles.main    | INFO  | 1 change detected
04:18:56 | watchfiles.main    | INFO  | 1 change detected
04:18:56 | watchfiles.main    | INFO  | 1 change detected
04:18:57 | watchfiles.main    | INFO  | 1 change detected
04:18:57 | watchfiles.main    | INFO  | 1 change detected
04:18:57 | watchfiles.main    | INFO  | 1 change detected
04:18:58 | watchfiles.main    | INFO  | 1 change detected
04:18:58 | watchfiles.main    | INFO  | 1 change detected
04:18:59 | watchfiles.main    | INFO  | 1 change detected
04:18:59 | watchfiles.main    | INFO  | 1 change detected
04:18:59 | watchfiles.main    | INFO  | 1 change detected
04:19:00 | watchfiles.main    | INFO  | 1 change detected
04:19:00 | watchfiles.main    | INFO  | 1 change detected
04:19:01 | watchfiles.main    | INFO  | 1 change detected
04:19:01 | watchfiles.main    | INFO  | 1 change detected
04:19:01 | watchfiles.main    | INFO  | 1 change detected
04:19:02 | watchfiles.main    | INFO  | 1 change detected
04:19:02 | watchfiles.main    | INFO  | 1 change detected
04:19:03 | watchfiles.main    | INFO  | 1 change detected
04:19:03 | watchfiles.main    | INFO  | 1 change detected
04:19:03 | watchfiles.main    | INFO  | 1 change detected
04:19:04 | watchfiles.main    | INFO  | 1 change detected
04:19:04 | watchfiles.main    | INFO  | 1 change detected
04:19:05 | watchfiles.main    | INFO  | 1 change detected
04:19:05 | watchfiles.main    | INFO  | 1 change detected
04:19:05 | watchfiles.main    | INFO  | 1 change detected
04:19:06 | watchfiles.main    | INFO  | 1 change detected
04:19:06 | watchfiles.main    | INFO  | 1 change detected
04:19:07 | watchfiles.main    | INFO  | 1 change detected
04:19:07 | watchfiles.main    | INFO  | 1 change detected
04:19:07 | watchfiles.main    | INFO  | 1 change detected
04:19:08 | watchfiles.main    | INFO  | 1 change detected
04:19:08 | watchfiles.main    | INFO  | 1 change detected
04:19:09 | watchfiles.main    | INFO  | 1 change detected
04:19:09 | watchfiles.main    | INFO  | 1 change detected
04:19:09 | watchfiles.main    | INFO  | 1 change detected
04:19:10 | watchfiles.main    | INFO  | 1 change detected
04:19:10 | watchfiles.main    | INFO  | 1 change detected
04:19:11 | watchfiles.main    | INFO  | 1 change detected
04:19:11 | watchfiles.main    | INFO  | 1 change detected
04:19:11 | watchfiles.main    | INFO  | 1 change detected
04:19:12 | watchfiles.main    | INFO  | 1 change detected
04:19:12 | watchfiles.main    | INFO  | 1 change detected
04:19:13 | watchfiles.main    | INFO  | 1 change detected
04:19:13 | watchfiles.main    | INFO  | 1 change detected
04:19:13 | watchfiles.main    | INFO  | 1 change detected
04:19:14 | watchfiles.main    | INFO  | 1 change detected
04:19:14 | watchfiles.main    | INFO  | 1 change detected
04:19:15 | watchfiles.main    | INFO  | 1 change detected
04:19:15 | watchfiles.main    | INFO  | 1 change detected
04:19:16 | watchfiles.main    | INFO  | 1 change detected
04:19:16 | watchfiles.main    | INFO  | 1 change detected
04:19:16 | watchfiles.main    | INFO  | 1 change detected
04:19:17 | watchfiles.main    | INFO  | 1 change detected
04:19:17 | watchfiles.main    | INFO  | 1 change detected
04:19:18 | watchfiles.main    | INFO  | 1 change detected
04:19:18 | watchfiles.main    | INFO  | 1 change detected
04:19:18 | watchfiles.main    | INFO  | 1 change detected
04:19:19 | watchfiles.main    | INFO  | 1 change detected
04:19:19 | watchfiles.main    | INFO  | 1 change detected
04:19:20 | watchfiles.main    | INFO  | 1 change detected
04:19:20 | watchfiles.main    | INFO  | 1 change detected
04:19:20 | watchfiles.main    | INFO  | 1 change detected
04:19:21 | watchfiles.main    | INFO  | 1 change detected
04:19:21 | watchfiles.main    | INFO  | 1 change detected
04:19:22 | watchfiles.main    | INFO  | 1 change detected
04:19:22 | watchfiles.main    | INFO  | 1 change detected
04:19:22 | watchfiles.main    | INFO  | 1 change detected
04:19:23 | watchfiles.main    | INFO  | 1 change detected
04:19:23 | watchfiles.main    | INFO  | 1 change detected
04:19:24 | watchfiles.main    | INFO  | 1 change detected
04:19:24 | watchfiles.main    | INFO  | 1 change detected
04:19:24 | watchfiles.main    | INFO  | 1 change detected
04:19:25 | watchfiles.main    | INFO  | 1 change detected
04:19:25 | watchfiles.main    | INFO  | 1 change detected
04:19:26 | watchfiles.main    | INFO  | 1 change detected
04:19:26 | watchfiles.main    | INFO  | 1 change detected
04:19:26 | watchfiles.main    | INFO  | 1 change detected
04:19:27 | watchfiles.main    | INFO  | 1 change detected
04:19:27 | watchfiles.main    | INFO  | 1 change detected
04:19:28 | watchfiles.main    | INFO  | 1 change detected
04:19:28 | watchfiles.main    | INFO  | 1 change detected
04:19:28 | watchfiles.main    | INFO  | 1 change detected
04:19:29 | watchfiles.main    | INFO  | 1 change detected
04:19:29 | watchfiles.main    | INFO  | 1 change detected
04:19:30 | watchfiles.main    | INFO  | 1 change detected
04:19:30 | watchfiles.main    | INFO  | 1 change detected
04:19:31 | watchfiles.main    | INFO  | 1 change detected
04:19:31 | watchfiles.main    | INFO  | 1 change detected
04:19:31 | watchfiles.main    | INFO  | 1 change detected
04:19:32 | watchfiles.main    | INFO  | 1 change detected
04:19:32 | watchfiles.main    | INFO  | 1 change detected
04:19:33 | watchfiles.main    | INFO  | 1 change detected
04:19:33 | watchfiles.main    | INFO  | 1 change detected
04:19:33 | watchfiles.main    | INFO  | 1 change detected
04:19:34 | watchfiles.main    | INFO  | 1 change detected
04:19:34 | watchfiles.main    | INFO  | 1 change detected
04:19:35 | watchfiles.main    | INFO  | 1 change detected
04:19:35 | watchfiles.main    | INFO  | 1 change detected
04:19:35 | watchfiles.main    | INFO  | 1 change detected
04:19:36 | watchfiles.main    | INFO  | 1 change detected
04:19:36 | watchfiles.main    | INFO  | 1 change detected
04:19:37 | watchfiles.main    | INFO  | 1 change detected
04:19:37 | watchfiles.main    | INFO  | 1 change detected
04:19:37 | watchfiles.main    | INFO  | 1 change detected
04:19:38 | watchfiles.main    | INFO  | 1 change detected
04:19:38 | watchfiles.main    | INFO  | 1 change detected
04:19:39 | watchfiles.main    | INFO  | 1 change detected
04:19:39 | watchfiles.main    | INFO  | 1 change detected
04:19:39 | watchfiles.main    | INFO  | 1 change detected
04:19:40 | watchfiles.main    | INFO  | 1 change detected
04:19:40 | watchfiles.main    | INFO  | 1 change detected
04:19:41 | watchfiles.main    | INFO  | 1 change detected
04:19:41 | watchfiles.main    | INFO  | 1 change detected
04:19:41 | watchfiles.main    | INFO  | 1 change detected
04:19:42 | watchfiles.main    | INFO  | 1 change detected
04:19:42 | watchfiles.main    | INFO  | 1 change detected
04:19:43 | watchfiles.main    | INFO  | 1 change detected
04:19:43 | watchfiles.main    | INFO  | 1 change detected
04:19:43 | watchfiles.main    | INFO  | 1 change detected
04:19:44 | watchfiles.main    | INFO  | 1 change detected
04:19:44 | watchfiles.main    | INFO  | 1 change detected
04:19:45 | watchfiles.main    | INFO  | 1 change detected
04:19:45 | watchfiles.main    | INFO  | 1 change detected
04:19:45 | watchfiles.main    | INFO  | 1 change detected
04:19:46 | watchfiles.main    | INFO  | 1 change detected
04:19:46 | watchfiles.main    | INFO  | 1 change detected
04:19:47 | watchfiles.main    | INFO  | 1 change detected
04:19:47 | watchfiles.main    | INFO  | 1 change detected
04:19:48 | watchfiles.main    | INFO  | 1 change detected
04:19:48 | watchfiles.main    | INFO  | 1 change detected
04:19:48 | watchfiles.main    | INFO  | 1 change detected
04:19:49 | watchfiles.main    | INFO  | 1 change detected
04:19:49 | watchfiles.main    | INFO  | 1 change detected
04:19:49 | watchfiles.main    | INFO  | 1 change detected
04:19:50 | watchfiles.main    | INFO  | 1 change detected
04:19:50 | watchfiles.main    | INFO  | 1 change detected
04:19:51 | watchfiles.main    | INFO  | 1 change detected
04:19:51 | watchfiles.main    | INFO  | 1 change detected
04:19:52 | watchfiles.main    | INFO  | 1 change detected
04:19:52 | watchfiles.main    | INFO  | 1 change detected
04:19:52 | watchfiles.main    | INFO  | 1 change detected
04:19:53 | watchfiles.main    | INFO  | 1 change detected
04:19:53 | watchfiles.main    | INFO  | 1 change detected
04:19:54 | watchfiles.main    | INFO  | 1 change detected
04:19:54 | watchfiles.main    | INFO  | 1 change detected
04:19:54 | watchfiles.main    | INFO  | 1 change detected
04:19:55 | watchfiles.main    | INFO  | 1 change detected
04:19:55 | watchfiles.main    | INFO  | 1 change detected
04:19:56 | watchfiles.main    | INFO  | 1 change detected
04:19:56 | watchfiles.main    | INFO  | 1 change detected
04:19:56 | watchfiles.main    | INFO  | 1 change detected
04:19:57 | watchfiles.main    | INFO  | 1 change detected
04:19:57 | watchfiles.main    | INFO  | 1 change detected
04:19:58 | watchfiles.main    | INFO  | 1 change detected
04:19:58 | watchfiles.main    | INFO  | 1 change detected
04:19:58 | watchfiles.main    | INFO  | 1 change detected
04:19:59 | watchfiles.main    | INFO  | 1 change detected
04:19:59 | watchfiles.main    | INFO  | 1 change detected
04:20:00 | watchfiles.main    | INFO  | 1 change detected
04:20:00 | watchfiles.main    | INFO  | 1 change detected
04:20:00 | watchfiles.main    | INFO  | 1 change detected
04:20:01 | watchfiles.main    | INFO  | 1 change detected
04:20:01 | watchfiles.main    | INFO  | 1 change detected
04:20:02 | watchfiles.main    | INFO  | 1 change detected
04:20:02 | watchfiles.main    | INFO  | 1 change detected
04:20:03 | watchfiles.main    | INFO  | 1 change detected
04:20:03 | watchfiles.main    | INFO  | 1 change detected
04:20:03 | watchfiles.main    | INFO  | 1 change detected
04:20:04 | watchfiles.main    | INFO  | 1 change detected
04:20:04 | watchfiles.main    | INFO  | 1 change detected
04:20:05 | watchfiles.main    | INFO  | 1 change detected
04:20:05 | watchfiles.main    | INFO  | 1 change detected
04:20:05 | watchfiles.main    | INFO  | 1 change detected
04:20:06 | watchfiles.main    | INFO  | 1 change detected
04:20:06 | watchfiles.main    | INFO  | 1 change detected
04:20:07 | watchfiles.main    | INFO  | 1 change detected
04:20:07 | watchfiles.main    | INFO  | 1 change detected
04:20:07 | watchfiles.main    | INFO  | 1 change detected
04:20:08 | watchfiles.main    | INFO  | 1 change detected
04:20:08 | watchfiles.main    | INFO  | 1 change detected
04:20:09 | watchfiles.main    | INFO  | 1 change detected
04:20:09 | watchfiles.main    | INFO  | 1 change detected
04:20:09 | watchfiles.main    | INFO  | 1 change detected
04:20:10 | watchfiles.main    | INFO  | 1 change detected
04:20:10 | watchfiles.main    | INFO  | 1 change detected
04:20:11 | watchfiles.main    | INFO  | 1 change detected
04:20:11 | watchfiles.main    | INFO  | 1 change detected
04:20:11 | watchfiles.main    | INFO  | 1 change detected
04:20:12 | watchfiles.main    | INFO  | 1 change detected
04:20:12 | watchfiles.main    | INFO  | 1 change detected
04:20:13 | watchfiles.main    | INFO  | 1 change detected
04:20:13 | watchfiles.main    | INFO  | 1 change detected
04:20:13 | watchfiles.main    | INFO  | 1 change detected
04:20:14 | watchfiles.main    | INFO  | 1 change detected
04:20:14 | watchfiles.main    | INFO  | 1 change detected
04:20:15 | watchfiles.main    | INFO  | 1 change detected
04:20:15 | watchfiles.main    | INFO  | 1 change detected
04:20:15 | watchfiles.main    | INFO  | 1 change detected
04:20:16 | watchfiles.main    | INFO  | 1 change detected
04:20:16 | watchfiles.main    | INFO  | 1 change detected
04:20:17 | watchfiles.main    | INFO  | 1 change detected
04:20:17 | watchfiles.main    | INFO  | 1 change detected
04:20:18 | watchfiles.main    | INFO  | 1 change detected
04:20:18 | watchfiles.main    | INFO  | 1 change detected
04:20:18 | watchfiles.main    | INFO  | 1 change detected
04:20:19 | watchfiles.main    | INFO  | 1 change detected
04:20:19 | watchfiles.main    | INFO  | 1 change detected
04:20:20 | watchfiles.main    | INFO  | 1 change detected
04:20:20 | watchfiles.main    | INFO  | 1 change detected
04:20:20 | watchfiles.main    | INFO  | 1 change detected
04:20:21 | watchfiles.main    | INFO  | 1 change detected
04:20:21 | watchfiles.main    | INFO  | 1 change detected
04:20:22 | watchfiles.main    | INFO  | 1 change detected
04:20:22 | watchfiles.main    | INFO  | 1 change detected
04:20:22 | watchfiles.main    | INFO  | 1 change detected
04:20:23 | watchfiles.main    | INFO  | 1 change detected
04:20:23 | watchfiles.main    | INFO  | 1 change detected
04:20:24 | watchfiles.main    | INFO  | 1 change detected
04:20:24 | watchfiles.main    | INFO  | 1 change detected
04:20:24 | watchfiles.main    | INFO  | 1 change detected
04:20:25 | watchfiles.main    | INFO  | 1 change detected
04:20:25 | watchfiles.main    | INFO  | 1 change detected
04:20:26 | watchfiles.main    | INFO  | 1 change detected
04:20:26 | watchfiles.main    | INFO  | 1 change detected
04:20:26 | watchfiles.main    | INFO  | 1 change detected
04:20:27 | watchfiles.main    | INFO  | 1 change detected
04:20:27 | watchfiles.main    | INFO  | 1 change detected
04:20:28 | watchfiles.main    | INFO  | 1 change detected
04:20:28 | watchfiles.main    | INFO  | 1 change detected
04:20:28 | watchfiles.main    | INFO  | 1 change detected
04:20:29 | watchfiles.main    | INFO  | 1 change detected
04:20:29 | watchfiles.main    | INFO  | 1 change detected
04:20:30 | watchfiles.main    | INFO  | 1 change detected
04:20:30 | watchfiles.main    | INFO  | 1 change detected
04:20:30 | watchfiles.main    | INFO  | 1 change detected
04:20:31 | watchfiles.main    | INFO  | 1 change detected
04:20:31 | watchfiles.main    | INFO  | 1 change detected
04:20:32 | watchfiles.main    | INFO  | 1 change detected
04:20:32 | watchfiles.main    | INFO  | 1 change detected
04:20:32 | watchfiles.main    | INFO  | 1 change detected
04:20:33 | watchfiles.main    | INFO  | 1 change detected
04:20:33 | watchfiles.main    | INFO  | 1 change detected
04:20:34 | watchfiles.main    | INFO  | 1 change detected
04:20:34 | watchfiles.main    | INFO  | 1 change detected
04:20:34 | watchfiles.main    | INFO  | 1 change detected
04:20:35 | watchfiles.main    | INFO  | 1 change detected
04:20:35 | watchfiles.main    | INFO  | 1 change detected
04:20:36 | watchfiles.main    | INFO  | 1 change detected
04:20:36 | watchfiles.main    | INFO  | 1 change detected
04:20:36 | watchfiles.main    | INFO  | 1 change detected
04:20:37 | watchfiles.main    | INFO  | 1 change detected
04:20:37 | watchfiles.main    | INFO  | 1 change detected
04:20:38 | watchfiles.main    | INFO  | 1 change detected
04:20:38 | watchfiles.main    | INFO  | 1 change detected
04:20:38 | watchfiles.main    | INFO  | 1 change detected
04:20:39 | watchfiles.main    | INFO  | 1 change detected
04:20:39 | watchfiles.main    | INFO  | 1 change detected
04:20:40 | watchfiles.main    | INFO  | 1 change detected
04:20:40 | watchfiles.main    | INFO  | 1 change detected
04:20:40 | watchfiles.main    | INFO  | 1 change detected
04:20:41 | watchfiles.main    | INFO  | 1 change detected
04:20:41 | watchfiles.main    | INFO  | 1 change detected
04:20:42 | watchfiles.main    | INFO  | 1 change detected
04:20:42 | watchfiles.main    | INFO  | 1 change detected
04:20:42 | watchfiles.main    | INFO  | 1 change detected
04:20:43 | watchfiles.main    | INFO  | 1 change detected
04:20:43 | watchfiles.main    | INFO  | 1 change detected
04:20:44 | watchfiles.main    | INFO  | 1 change detected
04:20:44 | watchfiles.main    | INFO  | 1 change detected
04:20:44 | watchfiles.main    | INFO  | 1 change detected
04:20:45 | watchfiles.main    | INFO  | 1 change detected
04:20:45 | watchfiles.main    | INFO  | 1 change detected
04:20:46 | watchfiles.main    | INFO  | 1 change detected
04:20:46 | watchfiles.main    | INFO  | 1 change detected
04:20:46 | watchfiles.main    | INFO  | 1 change detected
04:20:47 | watchfiles.main    | INFO  | 1 change detected
04:20:47 | watchfiles.main    | INFO  | 1 change detected
04:20:48 | watchfiles.main    | INFO  | 1 change detected
04:20:48 | watchfiles.main    | INFO  | 1 change detected
04:20:49 | watchfiles.main    | INFO  | 1 change detected
04:20:49 | watchfiles.main    | INFO  | 1 change detected
04:20:49 | watchfiles.main    | INFO  | 1 change detected
04:20:50 | watchfiles.main    | INFO  | 1 change detected
04:20:50 | watchfiles.main    | INFO  | 1 change detected
04:20:51 | watchfiles.main    | INFO  | 1 change detected
04:20:51 | watchfiles.main    | INFO  | 1 change detected
04:20:51 | watchfiles.main    | INFO  | 1 change detected
04:20:52 | watchfiles.main    | INFO  | 1 change detected
04:20:52 | watchfiles.main    | INFO  | 1 change detected
04:20:53 | watchfiles.main    | INFO  | 1 change detected
04:20:53 | watchfiles.main    | INFO  | 1 change detected
04:20:53 | watchfiles.main    | INFO  | 1 change detected
04:20:54 | watchfiles.main    | INFO  | 1 change detected
04:20:54 | watchfiles.main    | INFO  | 1 change detected
04:20:55 | watchfiles.main    | INFO  | 1 change detected
04:20:55 | watchfiles.main    | INFO  | 1 change detected
04:20:56 | watchfiles.main    | INFO  | 1 change detected
04:20:56 | watchfiles.main    | INFO  | 1 change detected
04:20:56 | watchfiles.main    | INFO  | 1 change detected
04:20:57 | watchfiles.main    | INFO  | 1 change detected
04:20:57 | watchfiles.main    | INFO  | 1 change detected
04:20:58 | watchfiles.main    | INFO  | 1 change detected
04:20:58 | watchfiles.main    | INFO  | 1 change detected
04:20:58 | watchfiles.main    | INFO  | 1 change detected
04:20:59 | watchfiles.main    | INFO  | 1 change detected
04:20:59 | watchfiles.main    | INFO  | 1 change detected
04:21:00 | watchfiles.main    | INFO  | 1 change detected
04:21:00 | watchfiles.main    | INFO  | 1 change detected
04:21:00 | watchfiles.main    | INFO  | 1 change detected
04:21:01 | watchfiles.main    | INFO  | 1 change detected
04:21:01 | watchfiles.main    | INFO  | 1 change detected
04:21:02 | watchfiles.main    | INFO  | 1 change detected
04:21:02 | watchfiles.main    | INFO  | 1 change detected
04:21:02 | watchfiles.main    | INFO  | 1 change detected
04:21:03 | watchfiles.main    | INFO  | 1 change detected
04:21:03 | watchfiles.main    | INFO  | 1 change detected
04:21:04 | watchfiles.main    | INFO  | 1 change detected
04:21:04 | watchfiles.main    | INFO  | 1 change detected
04:21:05 | watchfiles.main    | INFO  | 1 change detected
04:21:05 | watchfiles.main    | INFO  | 1 change detected
04:21:05 | watchfiles.main    | INFO  | 1 change detected
04:21:06 | watchfiles.main    | INFO  | 1 change detected
04:21:06 | watchfiles.main    | INFO  | 1 change detected
04:21:07 | watchfiles.main    | INFO  | 1 change detected
04:21:07 | watchfiles.main    | INFO  | 1 change detected
04:21:07 | watchfiles.main    | INFO  | 1 change detected
04:24:18 | aura.app           | INFO  | Starting AURA v2 - Autonomous Universal Reservation Assistant
04:24:18 | aura.app           | INFO  |    Listening on http://0.0.0.0:8001
04:24:21 | aura.app           | INFO  | AURA v2 starting up...
04:25:34 | watchfiles.main    | INFO  | 1 change detected
04:25:34 | aura.app           | INFO  | AURA v2 shut down.
04:25:35 | watchfiles.main    | INFO  | 2 changes detected
04:25:39 | watchfiles.main    | INFO  | 1 change detected
04:25:39 | aura.app           | INFO  | AURA v2 starting up...
04:25:39 | watchfiles.main    | INFO  | 1 change detected
04:25:40 | watchfiles.main    | INFO  | 1 change detected
04:25:40 | watchfiles.main    | INFO  | 1 change detected
04:25:40 | watchfiles.main    | INFO  | 1 change detected
04:25:41 | watchfiles.main    | INFO  | 1 change detected
04:25:41 | watchfiles.main    | INFO  | 1 change detected
04:25:41 | watchfiles.main    | INFO  | 1 change detected
04:25:42 | watchfiles.main    | INFO  | 1 change detected
04:25:42 | watchfiles.main    | INFO  | 1 change detected
04:25:43 | watchfiles.main    | INFO  | 1 change detected
04:25:43 | watchfiles.main    | INFO  | 1 change detected
04:25:43 | watchfiles.main    | INFO  | 1 change detected
04:25:44 | watchfiles.main    | INFO  | 1 change detected
04:25:44 | watchfiles.main    | INFO  | 1 change detected
04:25:45 | watchfiles.main    | INFO  | 1 change detected
04:25:45 | watchfiles.main    | INFO  | 1 change detected
04:25:46 | watchfiles.main    | INFO  | 1 change detected
04:25:46 | watchfiles.main    | INFO  | 1 change detected
04:25:46 | watchfiles.main    | INFO  | 1 change detected
04:25:47 | watchfiles.main    | INFO  | 1 change detected
04:25:47 | watchfiles.main    | INFO  | 1 change detected
04:25:47 | watchfiles.main    | INFO  | 1 change detected
04:25:50 | watchfiles.main    | INFO  | 1 change detected
04:25:51 | watchfiles.main    | INFO  | 1 change detected
04:25:51 | watchfiles.main    | INFO  | 1 change detected
04:25:52 | watchfiles.main    | INFO  | 1 change detected
04:25:52 | watchfiles.main    | INFO  | 1 change detected
04:25:52 | watchfiles.main    | INFO  | 1 change detected
04:25:53 | watchfiles.main    | INFO  | 1 change detected
04:25:53 | watchfiles.main    | INFO  | 1 change detected
04:25:54 | watchfiles.main    | INFO  | 1 change detected
04:25:54 | watchfiles.main    | INFO  | 1 change detected
04:25:54 | watchfiles.main    | INFO  | 1 change detected
04:25:55 | watchfiles.main    | INFO  | 1 change detected
04:25:55 | watchfiles.main    | INFO  | 1 change detected
04:25:56 | watchfiles.main    | INFO  | 1 change detected
04:25:56 | watchfiles.main    | INFO  | 1 change detected
04:25:56 | watchfiles.main    | INFO  | 1 change detected
04:25:57 | watchfiles.main    | INFO  | 1 change detected
04:25:57 | watchfiles.main    | INFO  | 1 change detected
04:25:58 | watchfiles.main    | INFO  | 1 change detected
04:25:58 | watchfiles.main    | INFO  | 1 change detected
04:25:58 | watchfiles.main    | INFO  | 1 change detected
04:25:59 | watchfiles.main    | INFO  | 1 change detected
04:25:59 | watchfiles.main    | INFO  | 1 change detected
04:26:00 | watchfiles.main    | INFO  | 1 change detected
04:26:00 | watchfiles.main    | INFO  | 1 change detected
04:26:00 | watchfiles.main    | INFO  | 1 change detected
04:26:01 | watchfiles.main    | INFO  | 1 change detected
04:26:01 | watchfiles.main    | INFO  | 1 change detected
04:26:02 | watchfiles.main    | INFO  | 1 change detected
04:26:02 | watchfiles.main    | INFO  | 1 change detected
04:26:02 | watchfiles.main    | INFO  | 1 change detected
04:26:03 | watchfiles.main    | INFO  | 1 change detected
04:26:03 | watchfiles.main    | INFO  | 1 change detected
04:26:04 | watchfiles.main    | INFO  | 1 change detected
04:26:04 | watchfiles.main    | INFO  | 1 change detected
04:26:04 | watchfiles.main    | INFO  | 1 change detected
04:26:05 | watchfiles.main    | INFO  | 1 change detected
04:26:05 | watchfiles.main    | INFO  | 1 change detected
04:26:06 | watchfiles.main    | INFO  | 1 change detected
04:26:06 | watchfiles.main    | INFO  | 1 change detected
04:26:06 | watchfiles.main    | INFO  | 1 change detected
04:26:07 | watchfiles.main    | INFO  | 1 change detected
04:26:07 | watchfiles.main    | INFO  | 1 change detected
04:26:08 | watchfiles.main    | INFO  | 1 change detected
04:26:08 | watchfiles.main    | INFO  | 1 change detected
04:26:08 | watchfiles.main    | INFO  | 1 change detected
04:26:09 | watchfiles.main    | INFO  | 1 change detected
